2023-10-16 21:32:59.381 | INFO     | metagpt.config:__init__:44 - Config loading done.
2023-10-16 21:34:54.791 | INFO     | metagpt.config:__init__:44 - Config loading done.
2023-10-16 21:35:33.550 | INFO     | metagpt.config:__init__:44 - Config loading done.
2023-10-16 21:39:29.456 | INFO     | metagpt.config:__init__:44 - Config loading done.
2023-10-16 21:42:49.989 | INFO     | metagpt.config:__init__:44 - Config loading done.
2023-10-16 21:43:50.163 | DEBUG    | metagpt.provider.spark_api:completion:93 - None
2023-10-16 21:49:23.464 | INFO     | metagpt.config:__init__:44 - Config loading done.
2023-10-16 21:49:23.590 | DEBUG    | metagpt.provider.spark_api:on_open:166 - on_open
2023-10-16 21:50:23.589 | DEBUG    | metagpt.provider.spark_api:on_error:145 - on_error
2023-10-16 21:50:23.594 | DEBUG    | metagpt.provider.spark_api:completion:93 - None
2023-10-16 21:51:23.586 | INFO     | metagpt.config:__init__:44 - Config loading done.
2023-10-16 21:51:23.712 | DEBUG    | metagpt.provider.spark_api:on_open:165 - on_open
2023-10-16 21:52:17.884 | INFO     | metagpt.config:__init__:44 - Config loading done.
2023-10-16 21:52:18.034 | DEBUG    | metagpt.provider.spark_api:on_open:165 - on_open
2023-10-16 21:53:18.028 | DEBUG    | metagpt.provider.spark_api:on_error:145 - on_error
2023-10-16 21:53:18.029 | DEBUG    | metagpt.provider.spark_api:completion:93 - None
2023-10-16 21:55:42.321 | INFO     | metagpt.config:__init__:44 - Config loading done.
2023-10-16 21:56:42.460 | DEBUG    | metagpt.provider.spark_api:completion:93 - None
2023-10-16 22:13:44.405 | INFO     | metagpt.config:__init__:44 - Config loading done.
2023-10-16 22:13:44.561 | INFO     | metagpt.provider.spark_api:send:187 - 开始尝试建立通讯...
2023-10-16 22:13:44.561 | INFO     | metagpt.provider.spark_api:send:188 - 此次请求的请求头数据为：{"header": {"app_id": 45719253, "uid": "1234"}, "parameter": {"chat": {"domain": "generalv2", "max_tokens": 2048, "temperature": 0.5, "top_k": 4}}, "payload": {"message": {"text": [{"role": "system", "content": "You are a helpful assistant."}, {"role": "user", "content": "\u53ea\u56de\u7b54\"\u6536\u5230\u4e86\"\u8fd9\u4e09\u4e2a\u5b57\u3002"}]}}}
2023-10-16 22:13:44.589 | DEBUG    | metagpt.provider.spark_api:on_message:102 - {"header":{"code":10004,"message":"SchemaCheckError:(22:14:03.134) '$.header.app_id' Invalid type, expected: string , given: float64; ","sid":"cid000b9538@dx18b38d63061b894540","status":2}}
2023-10-16 22:13:44.790 | CRITICAL | metagpt.provider.spark_api:on_message:108 - 回答获取失败，响应信息反序列化之后为： {'header': {'code': 10004, 'message': "SchemaCheckError:(22:14:03.134) '$.header.app_id' Invalid type, expected: string , given: float64; ", 'sid': 'cid000b9538@dx18b38d63061b894540', 'status': 2}}
2023-10-16 22:14:44.781 | INFO     | metagpt.config:__init__:44 - Config loading done.
2023-10-16 22:14:44.898 | INFO     | metagpt.provider.spark_api:send:187 - 开始尝试建立通讯...
2023-10-16 22:14:44.898 | INFO     | metagpt.provider.spark_api:send:188 - 此次请求的请求头数据为：{"header": {"app_id": "45719253", "uid": "1234"}, "parameter": {"chat": {"domain": "generalv2", "max_tokens": 2048, "temperature": 0.5, "top_k": 4}}, "payload": {"message": {"text": [{"role": "system", "content": "You are a helpful assistant."}, {"role": "user", "content": "\u53ea\u56de\u7b54\"\u6536\u5230\u4e86\"\u8fd9\u4e09\u4e2a\u5b57\u3002"}]}}}
2023-10-16 22:14:44.923 | DEBUG    | metagpt.provider.spark_api:on_message:102 - {"header":{"code":11200,"message":"AppIdNoAuthError:(22:15:03.470) tokens.total","sid":"cht000ba25e@dx18b38d71c2db81c540","status":2}}
2023-10-16 22:14:45.125 | CRITICAL | metagpt.provider.spark_api:on_message:108 - 回答获取失败，响应信息反序列化之后为： {'header': {'code': 11200, 'message': 'AppIdNoAuthError:(22:15:03.470) tokens.total', 'sid': 'cht000ba25e@dx18b38d71c2db81c540', 'status': 2}}
2023-10-16 22:16:52.238 | INFO     | metagpt.config:__init__:44 - Config loading done.
2023-10-16 22:16:52.356 | INFO     | metagpt.provider.spark_api:send:187 - 开始尝试建立通讯...
2023-10-16 22:16:52.357 | INFO     | metagpt.provider.spark_api:send:188 - 此次请求的请求头数据为：{"header": {"app_id": "ae5e30f4", "uid": "1234"}, "parameter": {"chat": {"domain": "generalv2", "max_tokens": 2048, "temperature": 0.5, "top_k": 4}}, "payload": {"message": {"text": [{"role": "system", "content": "You are a helpful assistant."}, {"role": "user", "content": "\u53ea\u56de\u7b54\"\u6536\u5230\u4e86\"\u8fd9\u4e09\u4e2a\u5b57\u3002"}]}}}
2023-10-16 22:16:52.671 | DEBUG    | metagpt.provider.spark_api:on_message:102 - {"header":{"code":0,"message":"Success","sid":"cht000bae62@dx18b38d90e12b81c540","status":0},"payload":{"choices":{"status":0,"seq":0,"text":[{"content":"收到了","role":"assistant","index":0}]}}}
2023-10-16 22:16:52.883 | DEBUG    | metagpt.provider.spark_api:on_message:102 - {"header":{"code":0,"message":"Success","sid":"cht000bae62@dx18b38d90e12b81c540","status":2},"payload":{"choices":{"status":2,"seq":1,"text":[{"content":"。","role":"assistant","index":0}]},"usage":{"text":{"question_tokens":17,"prompt_tokens":27,"completion_tokens":3,"total_tokens":30}}}}
